"qseqid" "sseqid" "%_ident" "query_len" "alignment_length" "mismatch" "gapopen" "qstart" "qend" "sstart" "send" "evalue" "bitscore" "query_cover" "alightment"
"24906" "EKJ37032.1" "NZ_CP014200.1" 98.907 183 183 2 0 1 183 6144 5962 5.69e-88 327 100 183
"24907" "EKJ37032.1" "NZ_CP014200.1" 98.907 183 183 2 0 1 183 53495 53313 5.69e-88 327 100 183
"24908" "EKJ37032.1" "NZ_CP013833.1" 98.907 183 183 2 0 1 183 32169 32351 5.69e-88 327 100 183
"24909" "EKJ37032.1" "NZ_CP013832.1" 98.907 183 183 2 0 1 183 115754 115572 5.69e-88 327 100 183
"24910" "EKJ37032.1" "NZ_CP013657.1" 98.907 183 183 2 0 1 183 75065 75247 5.69e-88 327 100 183
"24911" "EKJ37032.1" "NZ_CP012634.1" 98.907 183 183 2 0 1 183 67058 66876 5.69e-88 327 100 183
"24912" "EKJ37032.1" "NZ_CP011493.1" 98.907 183 183 2 0 1 183 130934 130752 5.69e-88 327 100 183
"24913" "EKJ37032.1" "NZ_CP010882.1" 98.907 183 183 2 0 1 183 34380 34562 5.69e-88 327 100 183
"24914" "EKJ37032.1" "NZ_CP010138.1" 98.907 183 183 2 0 1 183 18619 18801 5.69e-88 327 100 183
"24915" "EKJ37032.1" "NZ_CP009860.1" 98.907 183 183 2 0 1 183 100385 100203 5.69e-88 327 100 183
"24916" "EKJ37032.1" "NZ_CP009579.1" 98.907 183 183 2 0 1 183 66912 67094 5.69e-88 327 100 183
"24917" "EKJ37032.1" "NZ_CP007150.1" 98.907 183 183 2 0 1 183 79216 79398 5.69e-88 327 100 183
"24918" "EKJ37032.1" "NZ_ALIN02000274.1" 98.907 183 183 2 0 1 183 4115 4297 5.69e-88 327 100 183
"24919" "EKJ37032.1" "NC_022651.1" 98.907 183 183 2 0 1 183 65611 65429 5.69e-88 327 100 183
"24920" "EKJ37032.1" "NC_019037.1" 98.907 183 183 2 0 1 183 38072 37890 5.69e-88 327 100 183
"24921" "EKJ37032.1" "NC_019000.1" 98.907 183 183 2 0 1 183 17198 17016 5.69e-88 327 100 183
"24922" "EKJ37032.1" "NC_017639.1" 98.907 183 183 2 0 1 183 70305 70487 5.69e-88 327 100 183
"24923" "EKJ37032.1" "NC_017630.1" 98.907 183 183 2 0 1 183 35213 35031 5.69e-88 327 100 183
"24924" "EKJ37032.1" "NC_014385.1" 98.907 183 183 2 0 1 183 56614 56796 5.69e-88 327 100 183
"24925" "EKJ37032.1" "NC_014384.1" 98.907 183 183 2 0 1 183 47434 47616 5.69e-88 327 100 183
"24926" "EKJ37032.1" "NC_013951.1" 98.907 183 183 2 0 1 183 102337 102155 5.69e-88 327 100 183
"24927" "EKJ37032.1" "NC_013655.1" 98.907 183 183 2 0 1 183 8372 8554 5.69e-88 327 100 183
"24928" "EKJ37032.1" "NC_013175.1" 98.907 183 183 2 0 1 183 79211 79393 5.69e-88 327 100 183
"24929" "EKJ37032.1" "NC_013122.1" 98.907 183 183 2 0 1 183 27896 28078 5.69e-88 327 100 183
"24930" "EKJ37032.1" "NC_011752.1" 98.907 183 183 2 0 1 183 17198 17016 5.69e-88 327 100 183
"24931" "EKJ37032.1" "NC_011749.1" 98.907 183 183 2 0 1 183 89635 89453 5.69e-88 327 100 183
"24932" "EKJ37032.1" "NC_007941.1" 98.907 183 183 2 0 1 183 79218 79400 5.69e-88 327 100 183
"24933" "EKJ37032.1" "MSDR01000106.1" 98.907 183 183 2 0 1 183 4140 4322 5.69e-88 327 100 183
"24934" "EKJ37032.1" "LYPE01000036.1" 98.907 183 183 2 0 1 183 17986 17804 5.69e-88 327 100 183
"24935" "EKJ37032.1" "LT632321.1" 98.907 183 183 2 0 1 183 136442 136260 5.69e-88 327 100 183
"24936" "EKJ37032.1" "LT599826.1" 98.907 183 183 2 0 1 183 71567 71385 5.69e-88 327 100 183
"24937" "EKJ37032.1" "LRXJ01000157.1" 98.907 183 183 2 0 1 183 24847 24665 5.69e-88 327 100 183
"24938" "EKJ37032.1" "LRXI01000078.1" 98.907 183 183 2 0 1 183 3920 4102 5.69e-88 327 100 183
"24939" "EKJ37032.1" "LQWX02000052.1" 98.907 183 183 2 0 1 183 2527 2709 5.69e-88 327 100 183
"24940" "EKJ37032.1" "LQHK01000003.1" 98.907 183 183 2 0 1 183 29398 29216 5.69e-88 327 100 183
"24941" "EKJ37032.1" "LC056448.1" 98.907 183 183 2 0 1 183 31319 31137 5.69e-88 327 100 183
"24942" "EKJ37032.1" "KT754164.1" 98.907 183 183 2 0 1 183 70091 69909 5.69e-88 327 100 183
"24943" "EKJ37032.1" "JX486126.1" 98.907 183 183 2 0 1 183 38646 38464 5.69e-88 327 100 183
"24944" "EKJ37032.1" "JX127248.1" 98.907 183 183 2 0 1 183 26481 26663 5.69e-88 327 100 183
"24945" "EKJ37032.1" "JRKV01000057.1" 98.907 183 183 2 0 1 183 913 731 5.69e-88 327 100 183
"24946" "EKJ37032.1" "JRKU01000046.1" 98.907 183 183 2 0 1 183 913 731 5.69e-88 327 100 183
"24947" "EKJ37032.1" "HG941719.1" 98.907 183 183 2 0 1 183 27898 28080 5.69e-88 327 100 183
"24948" "EKJ37032.1" "HE603111.1" 98.907 183 183 2 0 1 183 17198 17016 5.69e-88 327 100 183
"24949" "EKJ37032.1" "GU371929.1" 98.907 183 183 2 0 1 183 56614 56796 5.69e-88 327 100 183
"24950" "EKJ37032.1" "GU371928.1" 98.907 183 183 2 0 1 183 47434 47616 5.69e-88 327 100 183
"24951" "EKJ37032.1" "GQ398086.1" 98.907 183 183 2 0 1 183 79211 79393 5.69e-88 327 100 183
"24952" "EKJ37032.1" "FR851303.1" 98.907 183 183 2 0 1 183 38072 37890 5.69e-88 327 100 183
"24953" "EKJ37032.1" "FJ876827.1" 98.907 183 183 2 0 1 183 102337 102155 5.69e-88 327 100 183
"24954" "EKJ37032.1" "EU935739.1" 98.907 183 183 2 0 1 183 27896 28078 5.69e-88 327 100 183
"24955" "EKJ37032.1" "CU928159.2" 98.907 183 183 2 0 1 183 17198 17016 5.69e-88 327 100 183
"24956" "EKJ37032.1" "CU928148.1" 98.907 183 183 2 0 1 183 89635 89453 5.69e-88 327 100 183
"24957" "EKJ37032.1" "CP016035.1" 98.907 183 183 2 0 1 183 36121 35939 5.69e-88 327 100 183
"24958" "EKJ37032.1" "CP015160.1" 98.907 183 183 2 0 1 183 178975 178793 5.69e-88 327 100 183
"24959" "EKJ37032.1" "CP015131.1" 98.907 183 183 2 0 1 183 20839 20657 5.69e-88 327 100 183
"24960" "EKJ37032.1" "CP015086.1" 98.907 183 183 2 0 1 183 72546 72728 5.69e-88 327 100 183
"24961" "EKJ37032.1" "CP015077.1" 98.907 183 183 2 0 1 183 579 397 5.69e-88 327 100 183
"24962" "EKJ37032.1" "CP015070.1" 98.907 183 183 2 0 1 183 78461 78279 5.69e-88 327 100 183
"24963" "EKJ37032.1" "CP014668.1" 98.907 183 183 2 0 1 183 66189 66371 5.69e-88 327 100 183
"24964" "EKJ37032.1" "CP014523.1" 98.907 183 183 2 0 1 183 36403 36221 5.69e-88 327 100 183
"24965" "EKJ37032.1" "CP014498.1" 98.907 183 183 2 0 1 183 37988 37806 5.69e-88 327 100 183
"24966" "EKJ37032.1" "CP014496.1" 98.907 183 183 2 0 1 183 67911 67729 5.69e-88 327 100 183
"24967" "EKJ37032.1" "CP014493.1" 98.907 183 183 2 0 1 183 36566 36384 5.69e-88 327 100 183
"24968" "EKJ37032.1" "CP014321.1" 98.907 183 183 2 0 1 183 26912 26730 5.69e-88 327 100 183
"24969" "EKJ37032.1" "CP014200.1" 98.907 183 183 2 0 1 183 6144 5962 5.69e-88 327 100 183
"24970" "EKJ37032.1" "CP014200.1" 98.907 183 183 2 0 1 183 53495 53313 5.69e-88 327 100 183
"24971" "EKJ37032.1" "CP013836.1" 98.907 183 183 2 0 1 183 34389 34207 5.69e-88 327 100 183
"24972" "EKJ37032.1" "CP013833.1" 98.907 183 183 2 0 1 183 32169 32351 5.69e-88 327 100 183
"24973" "EKJ37032.1" "CP013832.1" 98.907 183 183 2 0 1 183 115754 115572 5.69e-88 327 100 183
"24974" "EKJ37032.1" "CP013657.1" 98.907 183 183 2 0 1 183 75065 75247 5.69e-88 327 100 183
"24975" "EKJ37032.1" "CP013186.1" 98.907 183 183 2 0 1 183 1495 1313 5.69e-88 327 100 183
"24976" "EKJ37032.1" "CP012634.1" 98.907 183 183 2 0 1 183 67058 66876 5.69e-88 327 100 183
"24977" "EKJ37032.1" "CP011493.1" 98.907 183 183 2 0 1 183 130934 130752 5.69e-88 327 100 183
"24978" "EKJ37032.1" "CP010882.1" 98.907 183 183 2 0 1 183 34380 34562 5.69e-88 327 100 183
"24979" "EKJ37032.1" "CP010138.1" 98.907 183 183 2 0 1 183 18619 18801 5.69e-88 327 100 183
"24980" "EKJ37032.1" "CP009860.1" 98.907 183 183 2 0 1 183 100385 100203 5.69e-88 327 100 183
"24981" "EKJ37032.1" "CP009579.1" 98.907 183 183 2 0 1 183 66912 67094 5.69e-88 327 100 183
"24982" "EKJ37032.1" "CP007150.1" 98.907 183 183 2 0 1 183 79216 79398 5.69e-88 327 100 183
"24983" "EKJ37032.1" "CP006789.1" 98.907 183 183 2 0 1 183 65611 65429 5.69e-88 327 100 183
"24984" "EKJ37032.1" "CP002730.1" 98.907 183 183 2 0 1 183 70305 70487 5.69e-88 327 100 183
"24985" "EKJ37032.1" "CP002168.1" 98.907 183 183 2 0 1 183 35213 35031 5.69e-88 327 100 183
"24986" "EKJ37032.1" "CP000244.1" 98.907 183 183 2 0 1 183 79218 79400 5.69e-88 327 100 183
"24987" "EKJ37032.1" "CM004293.1" 98.907 183 183 2 0 1 183 29398 29216 5.69e-88 327 100 183
"24988" "EKJ37032.1" "AP014877.1" 98.907 183 183 2 0 1 183 42582 42764 5.69e-88 327 100 183
"24989" "EKJ37032.1" "AP009379.1" 98.907 183 183 2 0 1 183 8372 8554 5.69e-88 327 100 183
"24990" "EKJ37032.1" "ALIN02000274.1" 98.907 183 183 2 0 1 183 4115 4297 5.69e-88 327 100 183
"24991" "EKJ37032.1" "AH003433.2" 98.907 183 183 2 0 1 183 1527 1709 5.69e-88 327 100 183
"24992" "EKJ37032.1" "AB261016.2" 98.907 183 183 2 0 1 183 25235 25417 5.69e-88 327 100 183
"24993" "EKJ37032.1" "NZ_AJJI01000026.1" 98.361 183 183 3 0 1 183 44350 44168 2.65e-86 322 100 183
"24994" "EKJ37032.1" "NC_017627.1" 98.361 183 183 3 0 1 183 81953 81771 2.65e-86 322 100 183
"24995" "EKJ37032.1" "KU932028.1" 98.361 183 183 3 0 1 183 5211 5029 2.65e-86 322 100 183
"24996" "EKJ37032.1" "FN554767.1" 98.361 183 183 3 0 1 183 81953 81771 2.65e-86 322 100 183
"24997" "EKJ37032.1" "AJJI01000026.1" 98.361 183 183 3 0 1 183 44350 44168 2.65e-86 322 100 183
"25124" "EMU62788.1" "NC_017627.1" 99.454 183 183 1 0 1 183 81953 81771 1.22e-89 333 100 183
"25125" "EMU62788.1" "FN554767.1" 99.454 183 183 1 0 1 183 81953 81771 1.22e-89 333 100 183
"25126" "EMU62788.1" "X13681.1" 98.907 183 183 2 0 1 183 175 357 5.69e-88 327 100 183
"25127" "EMU62788.1" "NZ_MSDR01000106.1" 98.907 183 183 2 0 1 183 4140 4322 5.69e-88 327 100 183
"25128" "EMU62788.1" "NZ_LYPE01000036.1" 98.907 183 183 2 0 1 183 17986 17804 5.69e-88 327 100 183
"25129" "EMU62788.1" "NZ_LT632321.1" 98.907 183 183 2 0 1 183 136442 136260 5.69e-88 327 100 183
"25130" "EMU62788.1" "NZ_LRXJ01000157.1" 98.907 183 183 2 0 1 183 24847 24665 5.69e-88 327 100 183
"25131" "EMU62788.1" "NZ_LRXI01000078.1" 98.907 183 183 2 0 1 183 3920 4102 5.69e-88 327 100 183
"25132" "EMU62788.1" "NZ_LQWX02000052.1" 98.907 183 183 2 0 1 183 2527 2709 5.69e-88 327 100 183
"25133" "EMU62788.1" "NZ_JRKV01000057.1" 98.907 183 183 2 0 1 183 913 731 5.69e-88 327 100 183
"25134" "EMU62788.1" "NZ_JRKU01000046.1" 98.907 183 183 2 0 1 183 913 731 5.69e-88 327 100 183
"25135" "EMU62788.1" "NZ_HG941719.1" 98.907 183 183 2 0 1 183 27898 28080 5.69e-88 327 100 183
"25136" "EMU62788.1" "NZ_CP016035.1" 98.907 183 183 2 0 1 183 36121 35939 5.69e-88 327 100 183
"25137" "EMU62788.1" "NZ_CP015160.1" 98.907 183 183 2 0 1 183 178975 178793 5.69e-88 327 100 183
"25138" "EMU62788.1" "NZ_CP015131.1" 98.907 183 183 2 0 1 183 20839 20657 5.69e-88 327 100 183
"25139" "EMU62788.1" "NZ_CP015077.1" 98.907 183 183 2 0 1 183 579 397 5.69e-88 327 100 183
"25140" "EMU62788.1" "NZ_CP015070.1" 98.907 183 183 2 0 1 183 78461 78279 5.69e-88 327 100 183
"25141" "EMU62788.1" "NZ_CP014668.1" 98.907 183 183 2 0 1 183 66189 66371 5.69e-88 327 100 183
"25142" "EMU62788.1" "NZ_CP014523.1" 98.907 183 183 2 0 1 183 36403 36221 5.69e-88 327 100 183
"25143" "EMU62788.1" "NZ_CP014498.1" 98.907 183 183 2 0 1 183 37988 37806 5.69e-88 327 100 183
"25144" "EMU62788.1" "NZ_CP014496.1" 98.907 183 183 2 0 1 183 67911 67729 5.69e-88 327 100 183
"25145" "EMU62788.1" "NZ_CP014493.1" 98.907 183 183 2 0 1 183 36566 36384 5.69e-88 327 100 183
"25146" "EMU62788.1" "NZ_CP014321.1" 98.907 183 183 2 0 1 183 26912 26730 5.69e-88 327 100 183
"25147" "EMU62788.1" "NZ_CP014200.1" 98.907 183 183 2 0 1 183 6144 5962 5.69e-88 327 100 183
"25148" "EMU62788.1" "NZ_CP014200.1" 98.907 183 183 2 0 1 183 53495 53313 5.69e-88 327 100 183
"25149" "EMU62788.1" "NZ_CP013833.1" 98.907 183 183 2 0 1 183 32169 32351 5.69e-88 327 100 183
"25150" "EMU62788.1" "NZ_CP013832.1" 98.907 183 183 2 0 1 183 115754 115572 5.69e-88 327 100 183
"25151" "EMU62788.1" "NZ_CP013657.1" 98.907 183 183 2 0 1 183 75065 75247 5.69e-88 327 100 183
"25152" "EMU62788.1" "NZ_CP012634.1" 98.907 183 183 2 0 1 183 67058 66876 5.69e-88 327 100 183
"25153" "EMU62788.1" "NZ_CP011493.1" 98.907 183 183 2 0 1 183 130934 130752 5.69e-88 327 100 183
"25154" "EMU62788.1" "NZ_CP010882.1" 98.907 183 183 2 0 1 183 34380 34562 5.69e-88 327 100 183
"25155" "EMU62788.1" "NZ_CP010138.1" 98.907 183 183 2 0 1 183 18619 18801 5.69e-88 327 100 183
"25156" "EMU62788.1" "NZ_CP009860.1" 98.907 183 183 2 0 1 183 100385 100203 5.69e-88 327 100 183
"25157" "EMU62788.1" "NZ_CP009579.1" 98.907 183 183 2 0 1 183 66912 67094 5.69e-88 327 100 183
"25158" "EMU62788.1" "NZ_CP007150.1" 98.907 183 183 2 0 1 183 79216 79398 5.69e-88 327 100 183
"25159" "EMU62788.1" "NZ_ALIN02000274.1" 98.907 183 183 2 0 1 183 4115 4297 5.69e-88 327 100 183
"25160" "EMU62788.1" "NC_022651.1" 98.907 183 183 2 0 1 183 65611 65429 5.69e-88 327 100 183
"25161" "EMU62788.1" "NC_019037.1" 98.907 183 183 2 0 1 183 38072 37890 5.69e-88 327 100 183
"25162" "EMU62788.1" "NC_019000.1" 98.907 183 183 2 0 1 183 17198 17016 5.69e-88 327 100 183
"25163" "EMU62788.1" "NC_017639.1" 98.907 183 183 2 0 1 183 70305 70487 5.69e-88 327 100 183
"25164" "EMU62788.1" "NC_017630.1" 98.907 183 183 2 0 1 183 35213 35031 5.69e-88 327 100 183
"25165" "EMU62788.1" "NC_014385.1" 98.907 183 183 2 0 1 183 56614 56796 5.69e-88 327 100 183
"25166" "EMU62788.1" "NC_014384.1" 98.907 183 183 2 0 1 183 47434 47616 5.69e-88 327 100 183
"25167" "EMU62788.1" "NC_013951.1" 98.907 183 183 2 0 1 183 102337 102155 5.69e-88 327 100 183
"25168" "EMU62788.1" "NC_013655.1" 98.907 183 183 2 0 1 183 8372 8554 5.69e-88 327 100 183
"25169" "EMU62788.1" "NC_013175.1" 98.907 183 183 2 0 1 183 79211 79393 5.69e-88 327 100 183
"25170" "EMU62788.1" "NC_013122.1" 98.907 183 183 2 0 1 183 27896 28078 5.69e-88 327 100 183
"25171" "EMU62788.1" "NC_011752.1" 98.907 183 183 2 0 1 183 17198 17016 5.69e-88 327 100 183
"25172" "EMU62788.1" "NC_011749.1" 98.907 183 183 2 0 1 183 89635 89453 5.69e-88 327 100 183
"25173" "EMU62788.1" "NC_007941.1" 98.907 183 183 2 0 1 183 79218 79400 5.69e-88 327 100 183
"25174" "EMU62788.1" "MSDR01000106.1" 98.907 183 183 2 0 1 183 4140 4322 5.69e-88 327 100 183
"25175" "EMU62788.1" "LYPE01000036.1" 98.907 183 183 2 0 1 183 17986 17804 5.69e-88 327 100 183
"25176" "EMU62788.1" "LT632321.1" 98.907 183 183 2 0 1 183 136442 136260 5.69e-88 327 100 183
"25177" "EMU62788.1" "LT599826.1" 98.907 183 183 2 0 1 183 71567 71385 5.69e-88 327 100 183
"25178" "EMU62788.1" "LRXJ01000157.1" 98.907 183 183 2 0 1 183 24847 24665 5.69e-88 327 100 183
"25179" "EMU62788.1" "LRXI01000078.1" 98.907 183 183 2 0 1 183 3920 4102 5.69e-88 327 100 183
"25180" "EMU62788.1" "LQWX02000052.1" 98.907 183 183 2 0 1 183 2527 2709 5.69e-88 327 100 183
"25181" "EMU62788.1" "LQHK01000003.1" 98.907 183 183 2 0 1 183 29398 29216 5.69e-88 327 100 183
"25182" "EMU62788.1" "LC056448.1" 98.907 183 183 2 0 1 183 31319 31137 5.69e-88 327 100 183
"25183" "EMU62788.1" "KT754164.1" 98.907 183 183 2 0 1 183 70091 69909 5.69e-88 327 100 183
"25184" "EMU62788.1" "JX486126.1" 98.907 183 183 2 0 1 183 38646 38464 5.69e-88 327 100 183
"25185" "EMU62788.1" "JX127248.1" 98.907 183 183 2 0 1 183 26481 26663 5.69e-88 327 100 183
"25186" "EMU62788.1" "JRKV01000057.1" 98.907 183 183 2 0 1 183 913 731 5.69e-88 327 100 183
"25187" "EMU62788.1" "JRKU01000046.1" 98.907 183 183 2 0 1 183 913 731 5.69e-88 327 100 183
"25188" "EMU62788.1" "HG941719.1" 98.907 183 183 2 0 1 183 27898 28080 5.69e-88 327 100 183
"25189" "EMU62788.1" "HE603111.1" 98.907 183 183 2 0 1 183 17198 17016 5.69e-88 327 100 183
"25190" "EMU62788.1" "GU371929.1" 98.907 183 183 2 0 1 183 56614 56796 5.69e-88 327 100 183
"25191" "EMU62788.1" "GU371928.1" 98.907 183 183 2 0 1 183 47434 47616 5.69e-88 327 100 183
"25192" "EMU62788.1" "GQ398086.1" 98.907 183 183 2 0 1 183 79211 79393 5.69e-88 327 100 183
"25193" "EMU62788.1" "FR851303.1" 98.907 183 183 2 0 1 183 38072 37890 5.69e-88 327 100 183
"25194" "EMU62788.1" "FJ876827.1" 98.907 183 183 2 0 1 183 102337 102155 5.69e-88 327 100 183
"25195" "EMU62788.1" "EU935739.1" 98.907 183 183 2 0 1 183 27896 28078 5.69e-88 327 100 183
"25196" "EMU62788.1" "CU928159.2" 98.907 183 183 2 0 1 183 17198 17016 5.69e-88 327 100 183
"25197" "EMU62788.1" "CU928148.1" 98.907 183 183 2 0 1 183 89635 89453 5.69e-88 327 100 183
"25198" "EMU62788.1" "CP016035.1" 98.907 183 183 2 0 1 183 36121 35939 5.69e-88 327 100 183
"25199" "EMU62788.1" "CP015160.1" 98.907 183 183 2 0 1 183 178975 178793 5.69e-88 327 100 183
"25200" "EMU62788.1" "CP015131.1" 98.907 183 183 2 0 1 183 20839 20657 5.69e-88 327 100 183
"25201" "EMU62788.1" "CP015086.1" 98.907 183 183 2 0 1 183 72546 72728 5.69e-88 327 100 183
"25202" "EMU62788.1" "CP015077.1" 98.907 183 183 2 0 1 183 579 397 5.69e-88 327 100 183
"25203" "EMU62788.1" "CP015070.1" 98.907 183 183 2 0 1 183 78461 78279 5.69e-88 327 100 183
"25204" "EMU62788.1" "CP014668.1" 98.907 183 183 2 0 1 183 66189 66371 5.69e-88 327 100 183
"25205" "EMU62788.1" "CP014523.1" 98.907 183 183 2 0 1 183 36403 36221 5.69e-88 327 100 183
"25206" "EMU62788.1" "CP014498.1" 98.907 183 183 2 0 1 183 37988 37806 5.69e-88 327 100 183
"25207" "EMU62788.1" "CP014496.1" 98.907 183 183 2 0 1 183 67911 67729 5.69e-88 327 100 183
"25208" "EMU62788.1" "CP014493.1" 98.907 183 183 2 0 1 183 36566 36384 5.69e-88 327 100 183
"25209" "EMU62788.1" "CP014321.1" 98.907 183 183 2 0 1 183 26912 26730 5.69e-88 327 100 183
"25210" "EMU62788.1" "CP014200.1" 98.907 183 183 2 0 1 183 6144 5962 5.69e-88 327 100 183
"25211" "EMU62788.1" "CP014200.1" 98.907 183 183 2 0 1 183 53495 53313 5.69e-88 327 100 183
"25212" "EMU62788.1" "CP013836.1" 98.907 183 183 2 0 1 183 34389 34207 5.69e-88 327 100 183
"25213" "EMU62788.1" "CP013833.1" 98.907 183 183 2 0 1 183 32169 32351 5.69e-88 327 100 183
"25214" "EMU62788.1" "CP013832.1" 98.907 183 183 2 0 1 183 115754 115572 5.69e-88 327 100 183
"25215" "EMU62788.1" "CP013657.1" 98.907 183 183 2 0 1 183 75065 75247 5.69e-88 327 100 183
"25216" "EMU62788.1" "CP013186.1" 98.907 183 183 2 0 1 183 1495 1313 5.69e-88 327 100 183
"25217" "EMU62788.1" "CP012634.1" 98.907 183 183 2 0 1 183 67058 66876 5.69e-88 327 100 183
"25218" "EMU62788.1" "CP011493.1" 98.907 183 183 2 0 1 183 130934 130752 5.69e-88 327 100 183
"25219" "EMU62788.1" "CP010882.1" 98.907 183 183 2 0 1 183 34380 34562 5.69e-88 327 100 183
"25220" "EMU62788.1" "CP010138.1" 98.907 183 183 2 0 1 183 18619 18801 5.69e-88 327 100 183
"25221" "EMU62788.1" "CP009860.1" 98.907 183 183 2 0 1 183 100385 100203 5.69e-88 327 100 183
"25222" "EMU62788.1" "CP009579.1" 98.907 183 183 2 0 1 183 66912 67094 5.69e-88 327 100 183
"25223" "EMU62788.1" "CP007150.1" 98.907 183 183 2 0 1 183 79216 79398 5.69e-88 327 100 183
"25224" "EMU62788.1" "CP006789.1" 98.907 183 183 2 0 1 183 65611 65429 5.69e-88 327 100 183
"25225" "EMU62788.1" "CP002730.1" 98.907 183 183 2 0 1 183 70305 70487 5.69e-88 327 100 183
"25226" "EMU62788.1" "CP002168.1" 98.907 183 183 2 0 1 183 35213 35031 5.69e-88 327 100 183
"25227" "EMU62788.1" "CP000244.1" 98.907 183 183 2 0 1 183 79218 79400 5.69e-88 327 100 183
"25228" "EMU62788.1" "CM004293.1" 98.907 183 183 2 0 1 183 29398 29216 5.69e-88 327 100 183
"25229" "EMU62788.1" "AP014877.1" 98.907 183 183 2 0 1 183 42582 42764 5.69e-88 327 100 183
"25230" "EMU62788.1" "AP009379.1" 98.907 183 183 2 0 1 183 8372 8554 5.69e-88 327 100 183
"25231" "EMU62788.1" "ALIN02000274.1" 98.907 183 183 2 0 1 183 4115 4297 5.69e-88 327 100 183
"25232" "EMU62788.1" "AH003433.2" 98.907 183 183 2 0 1 183 1527 1709 5.69e-88 327 100 183
"25233" "EMU62788.1" "AB261016.2" 98.907 183 183 2 0 1 183 25235 25417 5.69e-88 327 100 183
"25234" "EMU62788.1" "NZ_AJJI01000026.1" 98.361 183 183 3 0 1 183 44350 44168 2.65e-86 322 100 183
"25235" "EMU62788.1" "KU932028.1" 98.361 183 183 3 0 1 183 5211 5029 2.65e-86 322 100 183
"25236" "EMU62788.1" "AJJI01000026.1" 98.361 183 183 3 0 1 183 44350 44168 2.65e-86 322 100 183
"25380" "EMU72029.1" "NC_017627.1" 100 183 183 0 0 1 183 81953 81771 2.63e-91 339 100 183
"25381" "EMU72029.1" "FN554767.1" 100 183 183 0 0 1 183 81953 81771 2.63e-91 339 100 183
"25382" "EMU72029.1" "X13681.1" 99.454 183 183 1 0 1 183 175 357 1.22e-89 333 100 183
"25383" "EMU72029.1" "NZ_MSDR01000106.1" 99.454 183 183 1 0 1 183 4140 4322 1.22e-89 333 100 183
"25384" "EMU72029.1" "NZ_LYPE01000036.1" 99.454 183 183 1 0 1 183 17986 17804 1.22e-89 333 100 183
"25385" "EMU72029.1" "NZ_LT632321.1" 99.454 183 183 1 0 1 183 136442 136260 1.22e-89 333 100 183
"25386" "EMU72029.1" "NZ_LRXJ01000157.1" 99.454 183 183 1 0 1 183 24847 24665 1.22e-89 333 100 183
"25387" "EMU72029.1" "NZ_LRXI01000078.1" 99.454 183 183 1 0 1 183 3920 4102 1.22e-89 333 100 183
"25388" "EMU72029.1" "NZ_LQWX02000052.1" 99.454 183 183 1 0 1 183 2527 2709 1.22e-89 333 100 183
"25389" "EMU72029.1" "NZ_JRKV01000057.1" 99.454 183 183 1 0 1 183 913 731 1.22e-89 333 100 183
"25390" "EMU72029.1" "NZ_JRKU01000046.1" 99.454 183 183 1 0 1 183 913 731 1.22e-89 333 100 183
"25391" "EMU72029.1" "NZ_HG941719.1" 99.454 183 183 1 0 1 183 27898 28080 1.22e-89 333 100 183
"25392" "EMU72029.1" "NZ_CP016035.1" 99.454 183 183 1 0 1 183 36121 35939 1.22e-89 333 100 183
"25393" "EMU72029.1" "NZ_CP015160.1" 99.454 183 183 1 0 1 183 178975 178793 1.22e-89 333 100 183
"25394" "EMU72029.1" "NZ_CP015131.1" 99.454 183 183 1 0 1 183 20839 20657 1.22e-89 333 100 183
"25395" "EMU72029.1" "NZ_CP015077.1" 99.454 183 183 1 0 1 183 579 397 1.22e-89 333 100 183
"25396" "EMU72029.1" "NZ_CP015070.1" 99.454 183 183 1 0 1 183 78461 78279 1.22e-89 333 100 183
"25397" "EMU72029.1" "NZ_CP014668.1" 99.454 183 183 1 0 1 183 66189 66371 1.22e-89 333 100 183
"25398" "EMU72029.1" "NZ_CP014523.1" 99.454 183 183 1 0 1 183 36403 36221 1.22e-89 333 100 183
"25399" "EMU72029.1" "NZ_CP014498.1" 99.454 183 183 1 0 1 183 37988 37806 1.22e-89 333 100 183
"25400" "EMU72029.1" "NZ_CP014496.1" 99.454 183 183 1 0 1 183 67911 67729 1.22e-89 333 100 183
"25401" "EMU72029.1" "NZ_CP014493.1" 99.454 183 183 1 0 1 183 36566 36384 1.22e-89 333 100 183
"25402" "EMU72029.1" "NZ_CP014321.1" 99.454 183 183 1 0 1 183 26912 26730 1.22e-89 333 100 183
"25403" "EMU72029.1" "NZ_CP014200.1" 99.454 183 183 1 0 1 183 6144 5962 1.22e-89 333 100 183
"25404" "EMU72029.1" "NZ_CP014200.1" 99.454 183 183 1 0 1 183 53495 53313 1.22e-89 333 100 183
"25405" "EMU72029.1" "NZ_CP013833.1" 99.454 183 183 1 0 1 183 32169 32351 1.22e-89 333 100 183
"25406" "EMU72029.1" "NZ_CP013832.1" 99.454 183 183 1 0 1 183 115754 115572 1.22e-89 333 100 183
"25407" "EMU72029.1" "NZ_CP013657.1" 99.454 183 183 1 0 1 183 75065 75247 1.22e-89 333 100 183
"25408" "EMU72029.1" "NZ_CP012634.1" 99.454 183 183 1 0 1 183 67058 66876 1.22e-89 333 100 183
"25409" "EMU72029.1" "NZ_CP011493.1" 99.454 183 183 1 0 1 183 130934 130752 1.22e-89 333 100 183
