"qseqid" "sseqid" "%_ident" "query_len" "alignment_length" "evalue" "bitscore" "query_cover"
"35506" "KPQ45431.1" "CP013194.1" 100 369 369 0 682 100
"35507" "KPQ45431.1" "CP000795.1" 100 369 369 0 682 100
"35508" "KPQ45431.1" "AELA02000034.1" 100 369 369 0 682 100
"35533" "KPQ45574.1" "NZ_CP017848.1" 100 342 342 2.18e-179 632 100
"35534" "KPQ45574.1" "NZ_CP013191.1" 100 342 342 2.18e-179 632 100
"35535" "KPQ45574.1" "NC_014232.1" 100 342 342 2.18e-179 632 100
"35536" "KPQ45574.1" "NC_009786.1" 100 342 342 2.18e-179 632 100
"35537" "KPQ45574.1" "FN822745.1" 100 342 342 2.18e-179 632 100
"35538" "KPQ45574.1" "CP017848.1" 100 342 342 2.18e-179 632 100
"35539" "KPQ45574.1" "CP013191.1" 100 342 342 2.18e-179 632 100
"35540" "KPQ45574.1" "CP000795.1" 100 342 342 2.18e-179 632 100
"35541" "KPQ45574.1" "AELA02000029.1" 100 342 342 2.18e-179 632 100
"35627" "AEJ60281.1" "NZ_LXHA01000209.1" 100 297 297 1.94e-154 549 100
"35628" "AEJ60281.1" "NZ_LXGZ01000236.1" 100 297 297 1.94e-154 549 100
"35629" "AEJ60281.1" "NZ_LSZD01000190.1" 100 297 297 1.94e-154 549 100
"35630" "AEJ60281.1" "NZ_AGTD01000006.1" 100 297 297 1.94e-154 549 100
"35631" "AEJ60281.1" "NC_019130.1" 100 297 297 1.94e-154 549 100
"35632" "AEJ60281.1" "NC_019129.1" 100 297 297 1.94e-154 549 100
"35633" "AEJ60281.1" "NC_019128.1" 100 297 297 1.94e-154 549 100
"35634" "AEJ60281.1" "LXHA01000209.1" 100 297 297 1.94e-154 549 100
"35635" "AEJ60281.1" "LXGZ01000236.1" 100 297 297 1.94e-154 549 100
"35636" "AEJ60281.1" "LSZD01000190.1" 100 297 297 1.94e-154 549 100
"35637" "AEJ60281.1" "JX258656.1" 100 297 297 1.94e-154 549 100
"35638" "AEJ60281.1" "JX258655.1" 100 297 297 1.94e-154 549 100
"35639" "AEJ60281.1" "JX258654.1" 100 297 297 1.94e-154 549 100
"35640" "AEJ60281.1" "AGTD01000006.1" 100 297 297 1.94e-154 549 100
"35697" "EGW64183.1" "LT599825.1" 100 171 171 1.14e-84 316 100
"35699" "AJF83622.1" "KM580533.1" 100 297 297 1.94e-154 549 100
"35700" "AJF83622.1" "KM580532.1" 100 297 297 1.94e-154 549 100
"35701" "AJF83622.1" "KM212169.1" 100 297 297 1.94e-154 549 100
"35769" "EGB59863.1" "NZ_CP012501.1" 100 297 297 1.94e-154 549 100
"35770" "EGB59863.1" "NZ_CP012500.1" 100 297 297 1.94e-154 549 100
"35771" "EGB59863.1" "NZ_CP012499.1" 100 297 297 1.94e-154 549 100
"35772" "EGB59863.1" "KT992796.1" 100 297 297 1.94e-154 549 100
"35773" "EGB59863.1" "CP012501.1" 100 297 297 1.94e-154 549 100
"35774" "EGB59863.1" "CP012500.1" 100 297 297 1.94e-154 549 100
"35775" "EGB59863.1" "CP012499.1" 100 297 297 1.94e-154 549 100
"35820" "AJQ17270.1" "KX377410.1" 100 300 300 4.21e-156 555 100
"35821" "AJQ17270.1" "KP324830.1" 100 300 300 4.21e-156 555 100
"35834" "BAG80420.1" "NC_011413.1" 100 315 315 2.04e-164 582 100
"35835" "BAG80420.1" "AP009242.1" 100 315 315 2.04e-164 582 100
"36256" "ADD59725.1" "NZ_CP015242.1" 100 279 279 1.83e-144 516 100
"36257" "ADD59725.1" "NC_017657.1" 100 279 279 1.83e-144 516 100
"36258" "ADD59725.1" "NC_014477.1" 100 279 279 1.83e-144 516 100
"36259" "ADD59725.1" "NC_013942.1" 100 279 279 1.83e-144 516 100
"36260" "ADD59725.1" "FN868832.1" 100 279 279 1.83e-144 516 100
"36261" "ADD59725.1" "CP015242.1" 100 279 279 1.83e-144 516 100
"36262" "ADD59725.1" "CP003111.1" 100 279 279 1.83e-144 516 100
"36263" "ADD59725.1" "CP001847.1" 100 279 279 1.83e-144 516 100
"36675" "EFU54913.1" "NZ_MIIL01000002.1" 100 120 120 1.66e-56 222 100
"36676" "EFU54913.1" "NZ_JXMX01000005.1" 100 120 120 1.66e-56 222 100
"36677" "EFU54913.1" "NZ_CP016522.1" 100 120 120 1.66e-56 222 100
"36678" "EFU54913.1" "NZ_CP015996.1" 100 120 120 1.66e-56 222 100
"36679" "EFU54913.1" "NZ_CP014489.1" 100 120 120 1.66e-56 222 100
"36680" "EFU54913.1" "NZ_CP012636.1" 100 120 120 1.66e-56 222 100
"36681" "EFU54913.1" "NZ_CP010139.1" 100 120 120 1.66e-56 222 100
"36682" "EFU54913.1" "NZ_CP009579.1" 100 120 120 1.66e-56 222 100
"36683" "EFU54913.1" "NZ_CP009105.1" 100 120 120 1.66e-56 222 100
"36684" "EFU54913.1" "NZ_CP005931.1" 100 120 120 1.66e-56 222 100
"36685" "EFU54913.1" "NZ_CBTO010000001.1" 100 120 120 1.66e-56 222 100
"36686" "EFU54913.1" "NZ_AGSE01000004.1" 100 120 120 1.66e-56 222 100
"36687" "EFU54913.1" "NC_023327.1" 100 120 120 1.66e-56 222 100
"36688" "EFU54913.1" "NC_023326.1" 100 120 120 1.66e-56 222 100
"36689" "EFU54913.1" "NC_018966.1" 100 120 120 1.66e-56 222 100
"36690" "EFU54913.1" "NC_018954.1" 100 120 120 1.66e-56 222 100
"36691" "EFU54913.1" "NC_011812.1" 100 120 120 1.66e-56 222 100
"36692" "EFU54913.1" "NC_011076.1" 100 120 120 1.66e-56 222 100
"36693" "EFU54913.1" "NC_007675.1" 100 120 120 1.66e-56 222 100
"36695" "EFU54913.1" "NC_006671.1" 100 120 120 1.66e-56 222 100
"36696" "EFU54913.1" "MIIL01000002.1" 100 120 120 1.66e-56 222 100
"36697" "EFU54913.1" "KP398867.1" 100 120 120 1.66e-56 222 100
"36698" "EFU54913.1" "KM085449.1" 100 120 120 1.66e-56 222 100
"36699" "EFU54913.1" "KC853439.1" 100 120 120 1.66e-56 222 100
"36700" "EFU54913.1" "KC853435.1" 100 120 120 1.66e-56 222 100
"36701" "EFU54913.1" "JXMX01000005.1" 100 120 120 1.66e-56 222 100
"36702" "EFU54913.1" "FJ449539.1" 100 120 120 1.66e-56 222 100
"36703" "EFU54913.1" "CU928146.1" 100 120 120 1.66e-56 222 100
"36704" "EFU54913.1" "CP016522.1" 100 120 120 1.66e-56 222 100
"36705" "EFU54913.1" "CP015996.1" 100 120 120 1.66e-56 222 100
"36706" "EFU54913.1" "CP014489.1" 100 120 120 1.66e-56 222 100
"36707" "EFU54913.1" "CP012636.1" 100 120 120 1.66e-56 222 100
"36708" "EFU54913.1" "CP010139.1" 100 120 120 1.66e-56 222 100
"36709" "EFU54913.1" "CP009579.1" 100 120 120 1.66e-56 222 100
"36710" "EFU54913.1" "CP009105.1" 100 120 120 1.66e-56 222 100
"36711" "EFU54913.1" "CP005931.1" 100 120 120 1.66e-56 222 100
"36712" "EFU54913.1" "CP002090.1" 100 120 120 1.66e-56 222 100
"36713" "EFU54913.1" "CP002089.1" 100 120 120 1.66e-56 222 100
"36714" "EFU54913.1" "CP001122.1" 100 120 120 1.66e-56 222 100
"36715" "EFU54913.1" "CBTO010000001.1" 100 120 120 1.66e-56 222 100
"36716" "EFU54913.1" "AY545598.5" 100 120 120 1.66e-56 222 100
"36718" "EFU54913.1" "AY214164.3" 100 120 120 1.66e-56 222 100
"36719" "EFU54913.1" "AGSE01000004.1" 100 120 120 1.66e-56 222 100
"37008" "EFZ66924.1" "NZ_CP012142.1" 100 256 256 1.02e-131 473 100
"37009" "EFZ66924.1" "NZ_CP012138.1" 100 256 256 1.02e-131 473 100
"37010" "EFZ66924.1" "NZ_CP011417.1" 100 256 256 1.02e-131 473 100
"37012" "EFZ66924.1" "NZ_CP007038.1" 100 256 256 1.02e-131 473 100
"37013" "EFZ66924.1" "NC_017319.1" 100 256 256 1.02e-131 473 100
"37014" "EFZ66924.1" "NC_010719.1" 100 256 256 1.02e-131 473 100
"37016" "EFZ66924.1" "NC_004851.1" 100 256 256 1.02e-131 473 100
"37017" "EFZ66924.1" "CP012142.1" 100 256 256 1.02e-131 473 100
"37018" "EFZ66924.1" "CP012138.1" 100 256 256 1.02e-131 473 100
"37019" "EFZ66924.1" "CP011417.1" 100 256 256 1.02e-131 473 100
"37021" "EFZ66924.1" "CP007038.1" 100 256 256 1.02e-131 473 100
"37022" "EFZ66924.1" "CP001384.1" 100 256 256 1.02e-131 473 100
"37023" "EFZ66924.1" "CP001064.1" 100 256 256 1.02e-131 473 100
"37025" "EFZ66924.1" "AWOX01000188.1" 100 256 256 1.02e-131 473 100
"37026" "EFZ66924.1" "AF386526.1" 100 256 256 1.02e-131 473 100
"40040" "END27122.1" "KJ716874.1" 100 390 390 0 721 100
"40526" "ESD34220.1" "NZ_CP005931.1" 100 318 318 4.42e-166 588 100
"40527" "ESD34220.1" "NC_023327.1" 100 318 318 4.42e-166 588 100
"40528" "ESD34220.1" "NC_007675.1" 100 318 318 4.42e-166 588 100
"40530" "ESD34220.1" "KC853435.1" 100 318 318 4.42e-166 588 100
"40531" "ESD34220.1" "CP005931.1" 100 318 318 4.42e-166 588 100
"40532" "ESD34220.1" "AY545598.5" 100 318 318 4.42e-166 588 100
"42522" "AJB40013.1" "NZ_CP005931.1" 100 198 198 1.32e-99 366 100
"42523" "AJB40013.1" "NC_023327.1" 100 198 198 1.32e-99 366 100
"42524" "AJB40013.1" "NC_007675.1" 100 198 198 1.32e-99 366 100
"42526" "AJB40013.1" "KC853435.1" 100 198 198 1.32e-99 366 100
"42527" "AJB40013.1" "CP005931.1" 100 198 198 1.32e-99 366 100
"42528" "AJB40013.1" "AY545598.5" 100 198 198 1.32e-99 366 100
"43017" "AJM90866.1" "NZ_MSDR01000123.1" 100 279 279 1.83e-144 516 100
"43018" "AJM90866.1" "NZ_MATB01000028.1" 100 279 279 1.83e-144 516 100
"43019" "AJM90866.1" "NZ_JXMX01000006.1" 100 279 279 1.83e-144 516 100
"43020" "AJM90866.1" "NZ_CP016572.1" 100 279 279 1.83e-144 516 100
"43021" "AJM90866.1" "NZ_CP016568.1" 100 279 279 1.83e-144 516 100
"43022" "AJM90866.1" "NZ_CP016516.1" 100 279 279 1.83e-144 516 100
"43023" "AJM90866.1" "NZ_CP014966.1" 100 279 279 1.83e-144 516 100
"43024" "AJM90866.1" "NZ_CP012936.1" 100 279 279 1.83e-144 516 100
"43025" "AJM90866.1" "NZ_CP012929.1" 100 279 279 1.83e-144 516 100
"43026" "AJM90866.1" "NZ_CP012923.1" 100 279 279 1.83e-144 516 100
"43027" "AJM90866.1" "NZ_CP010233.1" 100 279 279 1.83e-144 516 100
"43028" "AJM90866.1" "NZ_CP009580.1" 100 279 279 1.83e-144 516 100
"43029" "AJM90866.1" "NZ_CP006641.1" 100 279 279 1.83e-144 516 100
"43030" "AJM90866.1" "NZ_CM004485.1" 100 279 279 1.83e-144 516 100
"43031" "AJM90866.1" "NC_025176.1" 100 279 279 1.83e-144 516 100
"43032" "AJM90866.1" "NC_025144.1" 100 279 279 1.83e-144 516 100
"43033" "AJM90866.1" "NC_025143.1" 100 279 279 1.83e-144 516 100
"43034" "AJM90866.1" "NC_025142.1" 100 279 279 1.83e-144 516 100
"43035" "AJM90866.1" "NC_024979.1" 100 279 279 1.83e-144 516 100
"43036" "AJM90866.1" "NC_024955.2" 100 279 279 1.83e-144 516 100
"43037" "AJM90866.1" "NC_023915.1" 100 279 279 1.83e-144 516 100
"43038" "AJM90866.1" "NC_023900.1" 100 279 279 1.83e-144 516 100
"43039" "AJM90866.1" "NC_023899.1" 100 279 279 1.83e-144 516 100
"43040" "AJM90866.1" "NC_023329.1" 100 279 279 1.83e-144 516 100
"43041" "AJM90866.1" "NC_023290.1" 100 279 279 1.83e-144 516 100
"43042" "AJM90866.1" "NC_023276.1" 100 279 279 1.83e-144 516 100
"43043" "AJM90866.1" "NC_023275.1" 100 279 279 1.83e-144 516 100
"43044" "AJM90866.1" "NC_019099.1" 100 279 279 1.83e-144 516 100
"43045" "AJM90866.1" "NC_011081.1" 100 279 279 1.83e-144 516 100
"43046" "AJM90866.1" "NC_011077.1" 100 279 279 1.83e-144 516 100
"43047" "AJM90866.1" "NC_002122.1" 100 279 279 1.83e-144 516 100
"43048" "AJM90866.1" "MSDR01000123.1" 100 279 279 1.83e-144 516 100
"43049" "AJM90866.1" "MATB01000028.1" 100 279 279 1.83e-144 516 100
"43050" "AJM90866.1" "LXWM01000001.1" 100 279 279 1.83e-144 516 100
"43051" "AJM90866.1" "LC056405.1" 100 279 279 1.83e-144 516 100
"43052" "AJM90866.1" "LC019731.1" 100 279 279 1.83e-144 516 100
"43053" "AJM90866.1" "KT779550.1" 100 279 279 1.83e-144 516 100
"43054" "AJM90866.1" "KR494248.1" 100 279 279 1.83e-144 516 100
"43055" "AJM90866.1" "KP198616.1" 100 279 279 1.83e-144 516 100
"43056" "AJM90866.1" "KM377240.1" 100 279 279 1.83e-144 516 100
"43057" "AJM90866.1" "KM377239.1" 100 279 279 1.83e-144 516 100
"43058" "AJM90866.1" "KM377238.1" 100 279 279 1.83e-144 516 100
"43059" "AJM90866.1" "KJ484638.1" 100 279 279 1.83e-144 516 100
"43060" "AJM90866.1" "KJ484637.1" 100 279 279 1.83e-144 516 100
"43061" "AJM90866.1" "KJ484635.1" 100 279 279 1.83e-144 516 100
"43062" "AJM90866.1" "KJ484629.1" 100 279 279 1.83e-144 516 100
"43063" "AJM90866.1" "KJ125070.2" 100 279 279 1.83e-144 516 100
"43064" "AJM90866.1" "KF787110.1" 100 279 279 1.83e-144 516 100
"43065" "AJM90866.1" "KF705207.1" 100 279 279 1.83e-144 516 100
"43066" "AJM90866.1" "KF705206.1" 100 279 279 1.83e-144 516 100
"43067" "AJM90866.1" "KF705205.1" 100 279 279 1.83e-144 516 100
"43068" "AJM90866.1" "KF290378.1" 100 279 279 1.83e-144 516 100
"43069" "AJM90866.1" "KF290377.1" 100 279 279 1.83e-144 516 100
"43070" "AJM90866.1" "JXMX01000006.1" 100 279 279 1.83e-144 516 100
"43071" "AJM90866.1" "HG428759.1" 100 279 279 1.83e-144 516 100
"43072" "AJM90866.1" "DQ017661.1" 100 279 279 1.83e-144 516 100
"43073" "AJM90866.1" "CP016865.1" 100 279 279 1.83e-144 516 100
"43074" "AJM90866.1" "CP016572.1" 100 279 279 1.83e-144 516 100
"43075" "AJM90866.1" "CP016568.1" 100 279 279 1.83e-144 516 100
"43076" "AJM90866.1" "CP016516.1" 100 279 279 1.83e-144 516 100
"43077" "AJM90866.1" "CP014966.1" 100 279 279 1.83e-144 516 100
"43078" "AJM90866.1" "CP012936.1" 100 279 279 1.83e-144 516 100
"43079" "AJM90866.1" "CP012929.1" 100 279 279 1.83e-144 516 100
"43080" "AJM90866.1" "CP012923.1" 100 279 279 1.83e-144 516 100
"43081" "AJM90866.1" "CP010233.1" 100 279 279 1.83e-144 516 100
"43082" "AJM90866.1" "CP009580.1" 100 279 279 1.83e-144 516 100
"43083" "AJM90866.1" "CP008737.1" 100 279 279 1.83e-144 516 100
"43084" "AJM90866.1" "CP007651.1" 100 279 279 1.83e-144 516 100
"43085" "AJM90866.1" "CP006641.1" 100 279 279 1.83e-144 516 100
"43086" "AJM90866.1" "CP001121.1" 100 279 279 1.83e-144 516 100
"43087" "AJM90866.1" "CP001118.1" 100 279 279 1.83e-144 516 100
"43088" "AJM90866.1" "CM004485.1" 100 279 279 1.83e-144 516 100
"43089" "AJM90866.1" "AF231986.2" 100 279 279 1.83e-144 516 100
"43090" "AJM90866.1" "AB021078.1" 100 279 279 1.83e-144 516 100
"43553" "AEE59819.1" "NC_017639.1" 100 411 411 0 760 100
"43554" "AEE59819.1" "CP002730.1" 100 411 411 0 760 100
"46755" "AIT41455.1" "KJ020575.1" 100 288 288 1.88e-149 532 100
"46756" "AIT41455.1" "X06240.1" 100 288 280 5.27e-145 518 97.22222
"46757" "AIT41455.1" "NZ_MSDR01000106.1" 100 288 280 5.27e-145 518 97.22222
"46758" "AIT41455.1" "NZ_MOXL01000051.1" 100 288 280 5.27e-145 518 97.22222
"46759" "AIT41455.1" "NZ_MOLX01000059.1" 100 288 280 5.27e-145 518 97.22222
"46760" "AIT41455.1" "NZ_MIEJ01000133.1" 100 288 280 5.27e-145 518 97.22222
"46761" "AIT41455.1" "NZ_MATG01000020.1" 100 288 280 5.27e-145 518 97.22222
"46762" "AIT41455.1" "NZ_LYPE01000039.1" 100 288 280 5.27e-145 518 97.22222
"46763" "AIT41455.1" "NZ_LXQO01000019.1" 100 288 280 5.27e-145 518 97.22222
"46764" "AIT41455.1" "NZ_LT632321.1" 100 288 280 5.27e-145 518 97.22222
"46765" "AIT41455.1" "NZ_LRXJ01000071.1" 100 288 280 5.27e-145 518 97.22222
"46766" "AIT41455.1" "NZ_LQWX02000144.1" 100 288 280 5.27e-145 518 97.22222
"46767" "AIT41455.1" "NZ_LNUI01000037.1" 100 288 280 5.27e-145 518 97.22222
"46768" "AIT41455.1" "NZ_LNUH01000044.1" 100 288 280 5.27e-145 518 97.22222
"46769" "AIT41455.1" "NZ_LNUG01000039.1" 100 288 280 5.27e-145 518 97.22222
"46770" "AIT41455.1" "NZ_LNUF01000046.1" 100 288 280 5.27e-145 518 97.22222
"46771" "AIT41455.1" "NZ_LNUE01000039.1" 100 288 280 5.27e-145 518 97.22222
"46772" "AIT41455.1" "NZ_LNUD01000041.1" 100 288 280 5.27e-145 518 97.22222
"46773" "AIT41455.1" "NZ_LNUC01000046.1" 100 288 280 5.27e-145 518 97.22222
"46774" "AIT41455.1" "NZ_LNAE01000037.1" 100 288 280 5.27e-145 518 97.22222
"46775" "AIT41455.1" "NZ_LN824138.1" 100 288 280 5.27e-145 518 97.22222
"46776" "AIT41455.1" "NZ_LCWG01000077.1" 100 288 280 5.27e-145 518 97.22222
"46777" "AIT41455.1" "NZ_JRKV01000077.1" 100 288 280 5.27e-145 518 97.22222
"46778" "AIT41455.1" "NZ_JRKU01000058.1" 100 288 280 5.27e-145 518 97.22222
"46779" "AIT41455.1" "NZ_JDVF01000123.1" 100 288 280 5.27e-145 518 97.22222
"46780" "AIT41455.1" "NZ_HG941719.1" 100 288 280 5.27e-145 518 97.22222
"46781" "AIT41455.1" "NZ_CP018462.1" 100 288 280 5.27e-145 518 97.22222
"46782" "AIT41455.1" "NZ_CP018455.1" 100 288 280 5.27e-145 518 97.22222
"46783" "AIT41455.1" "NZ_CP018343.1" 100 288 280 5.27e-145 518 97.22222
"46784" "AIT41455.1" "NZ_CP017633.1" 100 288 280 5.27e-145 518 97.22222
"46785" "AIT41455.1" "NZ_CP016498.1" 100 288 280 5.27e-145 518 97.22222
"46786" "AIT41455.1" "NZ_CP016389.1" 100 288 280 5.27e-145 518 97.22222
"46787" "AIT41455.1" "NZ_CP016035.1" 100 288 280 5.27e-145 518 97.22222
"46788" "AIT41455.1" "NZ_CP015836.1" 100 288 280 5.27e-145 518 97.22222
"46789" "AIT41455.1" "NZ_CP015503.1" 100 288 280 5.27e-145 518 97.22222
"46790" "AIT41455.1" "NZ_CP015388.1" 100 288 280 5.27e-145 518 97.22222
"46791" "AIT41455.1" "NZ_CP015160.1" 100 288 280 5.27e-145 518 97.22222
"46792" "AIT41455.1" "NZ_CP015140.1" 100 288 280 5.27e-145 518 97.22222
"46793" "AIT41455.1" "NZ_CP015131.1" 100 288 280 5.27e-145 518 97.22222
"46794" "AIT41455.1" "NZ_CP015077.1" 100 288 280 5.27e-145 518 97.22222
"46795" "AIT41455.1" "NZ_CP015072.1" 100 288 280 5.27e-145 518 97.22222
"46796" "AIT41455.1" "NZ_CP015070.1" 100 288 280 5.27e-145 518 97.22222
"46797" "AIT41455.1" "NZ_CP014498.1" 100 288 280 5.27e-145 518 97.22222
"46798" "AIT41455.1" "NZ_CP014493.1" 100 288 280 5.27e-145 518 97.22222
"46799" "AIT41455.1" "NZ_CP014321.1" 100 288 280 5.27e-145 518 97.22222
"46800" "AIT41455.1" "NZ_CP014320.1" 100 288 280 5.27e-145 518 97.22222
"46801" "AIT41455.1" "NZ_CP013833.1" 100 288 280 5.27e-145 518 97.22222
"46802" "AIT41455.1" "NZ_CP013832.1" 100 288 280 5.27e-145 518 97.22222
"46803" "AIT41455.1" "NZ_CP013657.1" 100 288 280 5.27e-145 518 97.22222
"46804" "AIT41455.1" "NZ_CP012683.1" 100 288 280 5.27e-145 518 97.22222
"46805" "AIT41455.1" "NZ_CP012626.1" 100 288 280 5.27e-145 518 97.22222
"46806" "AIT41455.1" "NZ_CP012572.1" 100 288 280 5.27e-145 518 97.22222
"46807" "AIT41455.1" "NZ_CP012567.1" 100 288 280 5.27e-145 518 97.22222
"46808" "AIT41455.1" "NZ_CP011493.1" 100 288 280 5.27e-145 518 97.22222
"46809" "AIT41455.1" "NZ_CP010882.1" 100 288 280 5.27e-145 518 97.22222
"46810" "AIT41455.1" "NZ_CP010239.1" 100 288 280 5.27e-145 518 97.22222
"46811" "AIT41455.1" "NZ_CP010232.1" 100 288 280 5.27e-145 518 97.22222
"46812" "AIT41455.1" "NZ_CP010174.1" 100 288 280 5.27e-145 518 97.22222
"46813" "AIT41455.1" "NZ_CP010149.1" 100 288 280 5.27e-145 518 97.22222
"46814" "AIT41455.1" "NZ_CP010147.1" 100 288 280 5.27e-145 518 97.22222
"46815" "AIT41455.1" "NZ_CP010141.1" 100 288 280 5.27e-145 518 97.22222
"46816" "AIT41455.1" "NZ_CP010138.1" 100 288 280 5.27e-145 518 97.22222
"46817" "AIT41455.1" "NZ_CP009860.1" 100 288 280 5.27e-145 518 97.22222
"46818" "AIT41455.1" "NZ_CP008715.1" 100 288 280 5.27e-145 518 97.22222
"46819" "AIT41455.1" "NZ_CP006635.1" 100 288 280 5.27e-145 518 97.22222
"46820" "AIT41455.1" "NZ_AP014566.1" 100 288 280 5.27e-145 518 97.22222
"46821" "AIT41455.1" "NZ_AFET01000005.1" 100 288 280 5.27e-145 518 97.22222
"46822" "AIT41455.1" "NC_025141.1" 100 288 280 5.27e-145 518 97.22222
"46823" "AIT41455.1" "NC_023334.1" 100 288 280 5.27e-145 518 97.22222
"46824" "AIT41455.1" "NC_023333.1" 100 288 280 5.27e-145 518 97.22222
"46825" "AIT41455.1" "NC_023332.1" 100 288 280 5.27e-145 518 97.22222
"46826" "AIT41455.1" "NC_022885.1" 100 288 280 5.27e-145 518 97.22222
"46827" "AIT41455.1" "NC_022651.1" 100 288 280 5.27e-145 518 97.22222
"46828" "AIT41455.1" "NC_021364.1" 100 288 280 5.27e-145 518 97.22222
"46829" "AIT41455.1" "NC_020278.2" 100 288 280 5.27e-145 518 97.22222
"46830" "AIT41455.1" "NC_019424.1" 100 288 280 5.27e-145 518 97.22222
"46831" "AIT41455.1" "NC_019109.1" 100 288 280 5.27e-145 518 97.22222
"46832" "AIT41455.1" "NC_019108.1" 100 288 280 5.27e-145 518 97.22222
"46833" "AIT41455.1" "NC_019105.1" 100 288 280 5.27e-145 518 97.22222
"46834" "AIT41455.1" "NC_019095.1" 100 288 280 5.27e-145 518 97.22222
"46835" "AIT41455.1" "NC_019090.1" 100 288 280 5.27e-145 518 97.22222
"46836" "AIT41455.1" "NC_019089.1" 100 288 280 5.27e-145 518 97.22222
"46837" "AIT41455.1" "NC_019073.1" 100 288 280 5.27e-145 518 97.22222
"46838" "AIT41455.1" "NC_019001.1" 100 288 280 5.27e-145 518 97.22222
"46839" "AIT41455.1" "NC_017659.1" 100 288 280 5.27e-145 518 97.22222
"46840" "AIT41455.1" "NC_016966.1" 100 288 280 5.27e-145 518 97.22222
"46841" "AIT41455.1" "NC_014615.1" 100 288 280 5.27e-145 518 97.22222
"46842" "AIT41455.1" "NC_014476.2" 100 288 280 5.27e-145 518 97.22222
"46843" "AIT41455.1" "NC_014385.1" 100 288 280 5.27e-145 518 97.22222
"46844" "AIT41455.1" "NC_014384.1" 100 288 280 5.27e-145 518 97.22222
"46845" "AIT41455.1" "NC_013951.1" 100 288 280 5.27e-145 518 97.22222
"46846" "AIT41455.1" "NC_013122.1" 100 288 280 5.27e-145 518 97.22222
"46847" "AIT41455.1" "NC_013121.1" 100 288 280 5.27e-145 518 97.22222
"46848" "AIT41455.1" "NC_011964.1" 100 288 280 5.27e-145 518 97.22222
"46849" "AIT41455.1" "NC_011749.1" 100 288 280 5.27e-145 518 97.22222
"46850" "AIT41455.1" "NC_010558.1" 100 288 280 5.27e-145 518 97.22222
"46851" "AIT41455.1" "NC_010488.1" 100 288 280 5.27e-145 518 97.22222
"46852" "AIT41455.1" "NC_009133.1" 100 288 280 5.27e-145 518 97.22222
"46853" "AIT41455.1" "NC_006816.1" 100 288 280 5.27e-145 518 97.22222
"46854" "AIT41455.1" "NC_005327.1" 100 288 280 5.27e-145 518 97.22222
"46855" "AIT41455.1" "NC_004998.1" 100 288 280 5.27e-145 518 97.22222
"46856" "AIT41455.1" "NC_002134.1" 100 288 280 5.27e-145 518 97.22222
"46857" "AIT41455.1" "MSDR01000106.1" 100 288 280 5.27e-145 518 97.22222
"46858" "AIT41455.1" "MOXN01000058.1" 100 288 280 5.27e-145 518 97.22222
"46859" "AIT41455.1" "MOXL01000051.1" 100 288 280 5.27e-145 518 97.22222
"46860" "AIT41455.1" "MOLX01000059.1" 100 288 280 5.27e-145 518 97.22222
"46861" "AIT41455.1" "MIEJ01000133.1" 100 288 280 5.27e-145 518 97.22222
"46862" "AIT41455.1" "MCFO01000163.1" 100 288 280 5.27e-145 518 97.22222
"46863" "AIT41455.1" "MATG01000020.1" 100 288 280 5.27e-145 518 97.22222
"46864" "AIT41455.1" "M26840.1" 100 288 280 5.27e-145 518 97.22222
"46865" "AIT41455.1" "LZCC01000559.1" 100 288 280 5.27e-145 518 97.22222
"46866" "AIT41455.1" "LYPE01000039.1" 100 288 280 5.27e-145 518 97.22222
"46867" "AIT41455.1" "LXQO01000019.1" 100 288 280 5.27e-145 518 97.22222
"46868" "AIT41455.1" "LT632321.1" 100 288 280 5.27e-145 518 97.22222
"46869" "AIT41455.1" "LSAP01000114.1" 100 288 280 5.27e-145 518 97.22222
"46870" "AIT41455.1" "LRXJ01000071.1" 100 288 280 5.27e-145 518 97.22222
"46871" "AIT41455.1" "LQWX02000144.1" 100 288 280 5.27e-145 518 97.22222
"46872" "AIT41455.1" "LQHK01000003.1" 100 288 280 5.27e-145 518 97.22222
"46873" "AIT41455.1" "LO017738.1" 100 288 280 5.27e-145 518 97.22222
"46874" "AIT41455.1" "LO017737.1" 100 288 280 5.27e-145 518 97.22222
"46875" "AIT41455.1" "LO017736.1" 100 288 280 5.27e-145 518 97.22222
"46876" "AIT41455.1" "LNUI01000037.1" 100 288 280 5.27e-145 518 97.22222
"46877" "AIT41455.1" "LNUH01000044.1" 100 288 280 5.27e-145 518 97.22222
"46878" "AIT41455.1" "LNUG01000039.1" 100 288 280 5.27e-145 518 97.22222
"46879" "AIT41455.1" "LNUF01000046.1" 100 288 280 5.27e-145 518 97.22222
"46880" "AIT41455.1" "LNUE01000039.1" 100 288 280 5.27e-145 518 97.22222
"46881" "AIT41455.1" "LNUD01000041.1" 100 288 280 5.27e-145 518 97.22222
"46882" "AIT41455.1" "LNUC01000046.1" 100 288 280 5.27e-145 518 97.22222
"46883" "AIT41455.1" "LNAE01000037.1" 100 288 280 5.27e-145 518 97.22222
"46884" "AIT41455.1" "LN897475.2" 100 288 280 5.27e-145 518 97.22222
"46885" "AIT41455.1" "LN897474.2" 100 288 280 5.27e-145 518 97.22222
"46886" "AIT41455.1" "LN850163.1" 100 288 280 5.27e-145 518 97.22222
